,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
311,"Then, Katherine and Brandon were thinking about going to the office. Brandon wanted to give a ring to","Then, Katherine and Brandon were thinking about going to the office. Tiffany wanted to give a ring to","Then, Katherine and Brandon were thinking about going to the office. Katherine wanted to give a ring to",32719,14328
919,"Then, Timothy and Erin were working at the store. Timothy decided to give a snack to","Then, Timothy and Erin were working at the store. Stephanie decided to give a snack to","Then, Timothy and Erin were working at the store. Erin decided to give a snack to",28894,22283
571,"Then, Rebecca and Angela were thinking about going to the garden. Rebecca wanted to give a snack to","Then, Rebecca and Angela were thinking about going to the garden. Sarah wanted to give a snack to","Then, Rebecca and Angela were thinking about going to the garden. Angela wanted to give a snack to",17799,23489
918,"Then, Andrew and Danielle were thinking about going to the station. Andrew wanted to give a kiss to","Then, Andrew and Danielle were thinking about going to the station. Ashley wanted to give a kiss to","Then, Andrew and Danielle were thinking about going to the station. Danielle wanted to give a kiss to",39808,6858
231,"Then, Stephen and Kevin were thinking about going to the school. Stephen wanted to give a ring to","Then, Stephen and Kevin were thinking about going to the school. Tyler wanted to give a ring to","Then, Stephen and Kevin were thinking about going to the school. Kevin wanted to give a ring to",7939,7970
496,"Then, Kristen and Sean had a long argument, and afterwards Kristen said to","Then, Kristen and Sean had a long argument, and afterwards Stephanie said to","Then, Kristen and Sean had a long argument, and afterwards Sean said to",11465,44467
566,"Then, Brandon and Adam had a long argument, and afterwards Adam said to","Then, Brandon and Adam had a long argument, and afterwards Stephanie said to","Then, Brandon and Adam had a long argument, and afterwards Brandon said to",14328,7244
618,"Then, Tyler and James went to the house. James gave a computer to","Then, Tyler and James went to the house. Sarah gave a computer to","Then, Tyler and James went to the house. Tyler gave a computer to",14886,3700
870,"Then, Brittany and Nicole had a long argument, and afterwards Nicole said to","Then, Brittany and Nicole had a long argument, and afterwards Alicia said to","Then, Brittany and Nicole had a long argument, and afterwards Brittany said to",48773,25176
719,"Then, Steven and Megan were thinking about going to the hospital. Megan wanted to give a snack to","Then, Steven and Megan were thinking about going to the hospital. Paul wanted to give a snack to","Then, Steven and Megan were thinking about going to the hospital. Steven wanted to give a snack to",8239,27616
587,"Then, Danielle and Mary were working at the garden. Mary decided to give a computer to","Then, Danielle and Mary were working at the garden. Daniel decided to give a computer to","Then, Danielle and Mary were working at the garden. Danielle decided to give a computer to",39808,5335
640,"Then, Aaron and Kevin were working at the school. Aaron decided to give a kiss to","Then, Aaron and Kevin were working at the school. Brandon decided to give a kiss to","Then, Aaron and Kevin were working at the school. Kevin decided to give a kiss to",7939,12139
317,"Then, Ryan and Rachel were working at the station. Rachel decided to give a ring to","Then, Ryan and Rachel were working at the station. Megan decided to give a ring to","Then, Ryan and Rachel were working at the station. Ryan decided to give a ring to",6047,15984
598,"When Stephen and Michelle got a bone at the garden, Stephen decided to give it to","When Stephen and Michelle got a bone at the garden, Sara decided to give it to","When Stephen and Michelle got a bone at the garden, Michelle decided to give it to",16738,7970
728,"Then, Michael and Sara had a long argument, and afterwards Sara said to","Then, Michael and Sara had a long argument, and afterwards Emily said to","Then, Michael and Sara had a long argument, and afterwards Michael said to",3899,24799
822,"Then, Joshua and Kevin were working at the school. Joshua decided to give a drink to","Then, Joshua and Kevin were working at the school. Mary decided to give a drink to","Then, Joshua and Kevin were working at the school. Kevin decided to give a drink to",7939,20700
586,"Then, Kelly and Samuel were working at the station. Kelly decided to give a snack to","Then, Kelly and Samuel were working at the station. Alicia decided to give a snack to","Then, Kelly and Samuel were working at the station. Samuel decided to give a snack to",17100,9077
455,"After Joshua and Charles went to the school, Joshua gave a basketball to","After Joshua and Charles went to the school, Aaron gave a basketball to","After Joshua and Charles went to the school, Charles gave a basketball to",7516,20700
286,"Then, Megan and Ryan were thinking about going to the house. Megan wanted to give a bone to","Then, Megan and Ryan were thinking about going to the house. Andrew wanted to give a bone to","Then, Megan and Ryan were thinking about going to the house. Ryan wanted to give a bone to",6047,27616
422,"After Jose and Melissa went to the restaurant, Jose gave a bone to","After Jose and Melissa went to the restaurant, Alicia gave a bone to","After Jose and Melissa went to the restaurant, Melissa gave a bone to",24164,5264
57,"Then, Andrew and Erin were working at the station. Andrew decided to give a basketball to","Then, Andrew and Erin were working at the station. Gregory decided to give a basketball to","Then, Andrew and Erin were working at the station. Erin decided to give a basketball to",28894,6858
848,"Then, Nicholas and Kyle went to the house. Kyle gave a snack to","Then, Nicholas and Kyle went to the house. Lindsey gave a snack to","Then, Nicholas and Kyle went to the house. Nicholas gave a snack to",20320,14316
281,"When Amy and Elizabeth got a basketball at the station, Amy decided to give it to","When Amy and Elizabeth got a basketball at the station, Kimberly decided to give it to","When Amy and Elizabeth got a basketball at the station, Elizabeth decided to give it to",10674,14235
592,"When Bradley and Samantha got a snack at the station, Samantha decided to give it to","When Bradley and Samantha got a snack at the station, Robert decided to give it to","When Bradley and Samantha got a snack at the station, Bradley decided to give it to",16182,34778
348,"Then, Patrick and Shannon had a lot of fun at the house. Shannon gave a snack to","Then, Patrick and Shannon had a lot of fun at the house. Robert gave a snack to","Then, Patrick and Shannon had a lot of fun at the house. Patrick gave a snack to",9925,28108
299,"Then, Aaron and Gregory had a lot of fun at the school. Gregory gave a computer to","Then, Aaron and Gregory had a lot of fun at the school. Tyler gave a computer to","Then, Aaron and Gregory had a lot of fun at the school. Aaron gave a computer to",12139,20653
388,"Then, Lindsay and Andrea were thinking about going to the house. Lindsay wanted to give a ring to","Then, Lindsay and Andrea were thinking about going to the house. Lauren wanted to give a ring to","Then, Lindsay and Andrea were thinking about going to the house. Andrea wanted to give a ring to",23174,33127
413,"When John and Brittany got a snack at the school, Brittany decided to give it to","When John and Brittany got a snack at the school, Alicia decided to give it to","When John and Brittany got a snack at the school, John decided to give it to",1757,48773
778,"Then, Joshua and Dustin had a long argument, and afterwards Joshua said to","Then, Joshua and Dustin had a long argument, and afterwards Richard said to","Then, Joshua and Dustin had a long argument, and afterwards Dustin said to",37616,20700
448,"Then, Andrea and Stephanie were thinking about going to the garden. Andrea wanted to give a basketball to","Then, Andrea and Stephanie were thinking about going to the garden. Nicole wanted to give a basketball to","Then, Andrea and Stephanie were thinking about going to the garden. Stephanie wanted to give a basketball to",26085,23174
476,"When Jacob and Steven got a snack at the garden, Steven decided to give it to","When Jacob and Steven got a snack at the garden, Daniel decided to give it to","When Jacob and Steven got a snack at the garden, Jacob decided to give it to",12806,8239
885,"Then, Timothy and Jessica went to the school. Jessica gave a bone to","Then, Timothy and Jessica went to the school. James gave a bone to","Then, Timothy and Jessica went to the school. Timothy gave a bone to",22283,17352
415,"After Daniel and Samuel went to the restaurant, Samuel gave a necklace to","After Daniel and Samuel went to the restaurant, Sean gave a necklace to","After Daniel and Samuel went to the restaurant, Daniel gave a necklace to",7806,17100
729,"Then, Bradley and Robert had a lot of fun at the office. Robert gave a ring to","Then, Bradley and Robert had a lot of fun at the office. Alicia gave a ring to","Then, Bradley and Robert had a lot of fun at the office. Bradley gave a ring to",16182,5199
