clean,corrupted,label,incorrect_label
"[4636, 8396, 5869, 1335, 7000, 3683, 3008, 9220, 2002, 9686, 9282, 9530, 1447, 8684, 2964, 1586, 7559, 9898, 6143, 8507, 4636, 8396, 5869, 1335, 7000, 3683, 3008, 9220, 2002, 9686, 9282, 9530, 1447, 8684, 2964, 1586, 7559, 9898, 6143]","[9530, 8684, 4636, 5869, 9220, 1586, 7000, 2002, 2964, 1447, 6143, 3683, 9282, 8396, 3008, 1335, 9898, 7559, 7000, 9686, 4636, 8396, 5869, 1335, 7000, 3683, 3008, 9220, 2002, 9686, 9282, 9530, 1447, 8684, 2964, 1586, 7559, 9898, 8507]",8507,"[9220, 7559, 2964, 4636, 1447, 9898, 1586, 1335, 9530, 3008, 9282, 8396, 2002, 9686, 7000, 3683, 8684, 5869, 6143]"
"[6949, 1750, 2068, 3315, 4128, 2301, 5365, 7428, 5452, 7445, 2800, 3532, 8156, 2837, 4449, 4000, 7245, 2206, 7559, 1836, 6949, 1750, 2068, 3315, 4128, 2301, 5365, 7428, 5452, 7445, 2800, 3532, 8156, 2837, 4449, 4000, 7245, 2206, 7559]","[4449, 2301, 7445, 5452, 7559, 4000, 3532, 7428, 2800, 2837, 7245, 6949, 4128, 7559, 8156, 1750, 2068, 3315, 5365, 2206, 6949, 1750, 2068, 3315, 4128, 2301, 5365, 7428, 5452, 7445, 2800, 3532, 8156, 2837, 4449, 4000, 7245, 2206, 1836]",1836,"[7428, 7559, 2068, 7445, 2837, 2206, 4128, 4000, 6949, 5452, 3532, 7245, 1750, 8156, 4449, 2800, 3315, 5365, 2301]"
"[4472, 4412, 8350, 5793, 5954, 3965, 6563, 5649, 8682, 5449, 3279, 4806, 7785, 8319, 6981, 5326, 4068, 7877, 1064, 6443, 4472, 4412, 8350, 5793, 5954, 3965, 6563, 5649, 8682, 5449, 3279, 4806, 7785, 8319, 6981, 5326, 4068, 7877, 1064]","[3965, 5954, 3279, 7877, 5449, 5649, 6981, 4472, 4412, 4806, 5326, 1064, 6563, 3279, 8682, 7785, 4068, 5793, 8319, 8350, 4472, 4412, 8350, 5793, 5954, 3965, 6563, 5649, 8682, 5449, 3279, 4806, 7785, 8319, 6981, 5326, 4068, 7877, 6443]",6443,"[5649, 8350, 5793, 6563, 1064, 4412, 5954, 6981, 4806, 7877, 5449, 5326, 3279, 4068, 7785, 8682, 4472, 3965, 8319]"
"[7627, 8627, 3989, 5899, 6428, 1309, 9039, 2469, 8825, 3942, 3205, 9715, 8014, 3679, 1766, 7558, 2476, 2415, 7089, 9720, 7627, 8627, 3989, 5899, 6428, 1309, 9039, 2469, 8825, 3942, 3205, 9715, 8014, 3679, 1766, 7558, 2476, 2415, 7089]","[6428, 3942, 3205, 7089, 7627, 3989, 3679, 8014, 7558, 5899, 3989, 8627, 1309, 1766, 2415, 2476, 8825, 9039, 9715, 2469, 7627, 8627, 3989, 5899, 6428, 1309, 9039, 2469, 8825, 3942, 3205, 9715, 8014, 3679, 1766, 7558, 2476, 2415, 9720]",9720,"[3205, 7558, 5899, 3989, 6428, 1309, 2469, 2476, 7089, 8627, 7627, 8014, 9039, 3679, 3942, 1766, 2415, 9715, 8825]"
"[4285, 1644, 2209, 6599, 6946, 8603, 7960, 1922, 6246, 6488, 3123, 5692, 8357, 8119, 9264, 2887, 5832, 1740, 9962, 7044, 4285, 1644, 2209, 6599, 6946, 8603, 7960, 1922, 6246, 6488, 3123, 5692, 8357, 8119, 9264, 2887, 5832, 1740, 9962]","[1740, 9962, 9264, 2887, 7960, 5692, 8119, 1922, 4285, 8357, 6599, 1644, 2209, 5832, 6488, 1922, 6246, 3123, 6946, 8603, 4285, 1644, 2209, 6599, 6946, 8603, 7960, 1922, 6246, 6488, 3123, 5692, 8357, 8119, 9264, 2887, 5832, 1740, 7044]",7044,"[1922, 7960, 8603, 2209, 6946, 8357, 9264, 3123, 8119, 5692, 4285, 6599, 2887, 5832, 1740, 6488, 6246, 9962, 1644]"
"[3949, 9217, 8040, 1486, 6357, 8689, 8283, 2316, 5310, 8116, 5867, 2773, 4644, 8466, 3660, 2268, 6850, 6422, 8209, 7621, 3949, 9217, 8040, 1486, 6357, 8689, 8283, 2316, 5310, 8116, 5867, 2773, 4644, 8466, 3660, 2268, 6850, 6422, 8209]","[8040, 6422, 5310, 2773, 8283, 2316, 6850, 8116, 6357, 8689, 3660, 4644, 5867, 8209, 8466, 9217, 5310, 1486, 3949, 2268, 3949, 9217, 8040, 1486, 6357, 8689, 8283, 2316, 5310, 8116, 5867, 2773, 4644, 8466, 3660, 2268, 6850, 6422, 7621]",7621,"[9217, 2316, 8209, 8466, 6422, 4644, 8116, 5310, 6850, 3660, 1486, 6357, 2773, 8283, 2268, 8040, 5867, 3949, 8689]"
"[2721, 2076, 8864, 4170, 9366, 5196, 6806, 1699, 3804, 9583, 8158, 4326, 9871, 4492, 7396, 1050, 5120, 6314, 5488, 8242, 2721, 2076, 8864, 4170, 9366, 5196, 6806, 1699, 3804, 9583, 8158, 4326, 9871, 4492, 7396, 1050, 5120, 6314, 5488]","[7396, 5120, 2721, 5488, 6806, 3804, 8158, 2721, 9366, 1050, 9583, 4170, 2076, 4492, 9871, 8864, 4326, 6314, 1699, 5196, 2721, 2076, 8864, 4170, 9366, 5196, 6806, 1699, 3804, 9583, 8158, 4326, 9871, 4492, 7396, 1050, 5120, 6314, 8242]",8242,"[5120, 4492, 9871, 9366, 6806, 1050, 2076, 8864, 2721, 1699, 6314, 4170, 5196, 3804, 8158, 7396, 4326, 9583, 5488]"
"[7502, 3487, 1202, 4912, 7504, 6018, 8822, 2437, 5817, 3988, 9952, 4387, 9038, 4570, 2442, 2984, 1226, 1688, 6290, 8744, 7502, 3487, 1202, 4912, 7504, 6018, 8822, 2437, 5817, 3988, 9952, 4387, 9038, 4570, 2442, 2984, 1226, 1688, 6290]","[2442, 6290, 6018, 2984, 5817, 8822, 4387, 3487, 2442, 3988, 1226, 1688, 7502, 1202, 2437, 7504, 9952, 4570, 9038, 4912, 7502, 3487, 1202, 4912, 7504, 6018, 8822, 2437, 5817, 3988, 9952, 4387, 9038, 4570, 2442, 2984, 1226, 1688, 8744]",8744,"[6018, 2437, 2442, 6290, 3988, 1688, 3487, 4387, 2984, 4912, 1202, 5817, 1226, 7502, 9038, 7504, 4570, 9952, 8822]"
"[4904, 3843, 2914, 2957, 8526, 1341, 2619, 8194, 2975, 5889, 8762, 2893, 2232, 7448, 4330, 2829, 2665, 2090, 4625, 7172, 4904, 3843, 2914, 2957, 8526, 1341, 2619, 8194, 2975, 5889, 8762, 2893, 2232, 7448, 4330, 2829, 2665, 2090, 4625]","[2914, 4904, 8194, 2893, 5889, 4330, 8194, 4625, 1341, 8526, 2975, 2619, 8762, 3843, 2829, 7448, 2957, 2665, 2090, 2232, 4904, 3843, 2914, 2957, 8526, 1341, 2619, 8194, 2975, 5889, 8762, 2893, 2232, 7448, 4330, 2829, 2665, 2090, 7172]",7172,"[5889, 8194, 3843, 2957, 2829, 4625, 7448, 2975, 4904, 2090, 2232, 8762, 2619, 1341, 2893, 8526, 2914, 2665, 4330]"
"[7138, 8308, 2479, 1178, 2972, 7077, 2172, 2879, 1183, 6947, 2345, 3622, 9613, 1000, 8493, 4147, 4935, 8507, 1689, 3645, 7138, 8308, 2479, 1178, 2972, 7077, 2172, 2879, 1183, 6947, 2345, 3622, 9613, 1000, 8493, 4147, 4935, 8507, 1689]","[2172, 4147, 1178, 1000, 8493, 7138, 2879, 9613, 6947, 8507, 4935, 8308, 1183, 2972, 2479, 2345, 3622, 1689, 3622, 7077, 7138, 8308, 2479, 1178, 2972, 7077, 2172, 2879, 1183, 6947, 2345, 3622, 9613, 1000, 8493, 4147, 4935, 8507, 3645]",3645,"[9613, 1689, 1178, 2972, 1183, 6947, 7077, 3622, 2345, 8493, 2479, 4147, 8507, 2879, 4935, 7138, 1000, 8308, 2172]"
"[6404, 9880, 5694, 6002, 5623, 4529, 5023, 3431, 3089, 9906, 9214, 7571, 1908, 9555, 5192, 3329, 8975, 6445, 7586, 1449, 6404, 9880, 5694, 6002, 5623, 4529, 5023, 3431, 3089, 9906, 9214, 7571, 1908, 9555, 5192, 3329, 8975, 6445, 7586]","[3431, 9906, 6404, 3329, 9214, 8975, 6404, 6002, 1908, 5694, 4529, 5023, 9880, 5623, 5192, 3089, 9555, 6445, 7571, 7586, 6404, 9880, 5694, 6002, 5623, 4529, 5023, 3431, 3089, 9906, 9214, 7571, 1908, 9555, 5192, 3329, 8975, 6445, 1449]",1449,"[3329, 6404, 8975, 3089, 7571, 9880, 5023, 7586, 6445, 4529, 9906, 5694, 5192, 9555, 3431, 6002, 1908, 5623, 9214]"
"[6387, 1717, 2400, 5936, 1687, 4990, 6213, 9374, 6981, 1808, 6468, 2811, 3622, 5914, 8936, 8424, 8917, 7338, 7877, 1310, 6387, 1717, 2400, 5936, 1687, 4990, 6213, 9374, 6981, 1808, 6468, 2811, 3622, 5914, 8936, 8424, 8917, 7338, 7877]","[7338, 2400, 1717, 8424, 4990, 1808, 6213, 8936, 3622, 2811, 6387, 7877, 5914, 1687, 9374, 8917, 6468, 6981, 2400, 5936, 6387, 1717, 2400, 5936, 1687, 4990, 6213, 9374, 6981, 1808, 6468, 2811, 3622, 5914, 8936, 8424, 8917, 7338, 1310]",1310,"[1808, 1687, 5914, 9374, 3622, 7338, 5936, 1717, 6468, 6213, 6981, 7877, 8917, 2400, 8936, 8424, 6387, 2811, 4990]"
"[8297, 7672, 4331, 7213, 9226, 4679, 5837, 1643, 5919, 8096, 8907, 9441, 6745, 3738, 2123, 1674, 6998, 8043, 7244, 5161, 8297, 7672, 4331, 7213, 9226, 4679, 5837, 1643, 5919, 8096, 8907, 9441, 6745, 3738, 2123, 1674, 6998, 8043, 7244]","[5837, 1643, 4679, 7213, 8907, 8043, 5919, 9226, 6998, 3738, 8096, 4331, 6745, 9441, 5919, 2123, 7672, 7244, 8297, 1674, 8297, 7672, 4331, 7213, 9226, 4679, 5837, 1643, 5919, 8096, 8907, 9441, 6745, 3738, 2123, 1674, 6998, 8043, 5161]",5161,"[9226, 1674, 3738, 5919, 8096, 7213, 4679, 8907, 2123, 5837, 7244, 6998, 6745, 9441, 8297, 4331, 1643, 8043, 7672]"
"[3797, 8718, 9888, 1627, 5940, 9296, 7459, 1374, 9721, 6262, 3362, 1683, 4739, 8134, 1709, 3446, 5163, 6866, 1880, 9631, 3797, 8718, 9888, 1627, 5940, 9296, 7459, 1374, 9721, 6262, 3362, 1683, 4739, 8134, 1709, 3446, 5163, 6866, 1880]","[1709, 1374, 8134, 3362, 7459, 6866, 3446, 9721, 4739, 1627, 8718, 9296, 5940, 6262, 1683, 9888, 1880, 1709, 5163, 3797, 3797, 8718, 9888, 1627, 5940, 9296, 7459, 1374, 9721, 6262, 3362, 1683, 4739, 8134, 1709, 3446, 5163, 6866, 9631]",9631,"[4739, 8718, 1683, 9888, 3362, 7459, 5163, 1709, 5940, 8134, 9296, 6866, 3797, 1880, 1627, 1374, 6262, 3446, 9721]"
"[4328, 9022, 7687, 5420, 4813, 6296, 2879, 1750, 7697, 3501, 3461, 6540, 8866, 9294, 2844, 7698, 5051, 4854, 4542, 4494, 4328, 9022, 7687, 5420, 4813, 6296, 2879, 1750, 7697, 3501, 3461, 6540, 8866, 9294, 2844, 7698, 5051, 4854, 4542]","[3501, 7697, 2844, 7687, 5051, 4328, 1750, 4813, 5420, 3461, 5420, 6540, 9022, 4854, 9294, 6296, 7698, 8866, 2879, 4542, 4328, 9022, 7687, 5420, 4813, 6296, 2879, 1750, 7697, 3501, 3461, 6540, 8866, 9294, 2844, 7698, 5051, 4854, 4494]",4494,"[3461, 7687, 6540, 7697, 7698, 6296, 2844, 8866, 5420, 3501, 5051, 4542, 9022, 2879, 4813, 9294, 1750, 4328, 4854]"
"[4438, 3028, 3835, 9083, 8582, 4349, 2633, 1663, 6742, 6024, 2040, 2856, 2246, 3176, 6369, 9236, 4126, 1722, 1338, 2168, 4438, 3028, 3835, 9083, 8582, 4349, 2633, 1663, 6742, 6024, 2040, 2856, 2246, 3176, 6369, 9236, 4126, 1722, 1338]","[1663, 2040, 6369, 1338, 8582, 9083, 6742, 4126, 6024, 4349, 9083, 4438, 3028, 3176, 1722, 2856, 3835, 9236, 2633, 2246, 4438, 3028, 3835, 9083, 8582, 4349, 2633, 1663, 6742, 6024, 2040, 2856, 2246, 3176, 6369, 9236, 4126, 1722, 2168]",2168,"[8582, 6024, 9236, 4126, 2856, 1338, 1722, 2246, 2633, 3028, 4438, 6742, 3835, 6369, 3176, 2040, 9083, 4349, 1663]"
"[1071, 6661, 9494, 2134, 7628, 2113, 6843, 4521, 2187, 5243, 7315, 8364, 6595, 2075, 5971, 8876, 6116, 4750, 6924, 7056, 1071, 6661, 9494, 2134, 7628, 2113, 6843, 4521, 2187, 5243, 7315, 8364, 6595, 2075, 5971, 8876, 6116, 4750, 6924]","[8876, 4750, 9494, 6595, 6924, 2187, 6116, 1071, 4521, 5243, 7315, 7628, 9494, 5971, 8364, 6661, 2075, 2113, 2134, 6843, 1071, 6661, 9494, 2134, 7628, 2113, 6843, 4521, 2187, 5243, 7315, 8364, 6595, 2075, 5971, 8876, 6116, 4750, 7056]",7056,"[6661, 2187, 6924, 4750, 7315, 9494, 2075, 4521, 8364, 8876, 1071, 6843, 2113, 6595, 7628, 5971, 2134, 6116, 5243]"
"[3736, 9332, 7933, 5776, 9977, 2851, 3664, 6386, 4740, 7779, 5353, 9574, 6998, 6009, 3346, 6791, 1994, 5763, 6816, 8259, 3736, 9332, 7933, 5776, 9977, 2851, 3664, 6386, 4740, 7779, 5353, 9574, 6998, 6009, 3346, 6791, 1994, 5763, 6816]","[6386, 1994, 3346, 9977, 6998, 5763, 7933, 7779, 6791, 3664, 9332, 4740, 6816, 9574, 5353, 5776, 6009, 2851, 6791, 3736, 3736, 9332, 7933, 5776, 9977, 2851, 3664, 6386, 4740, 7779, 5353, 9574, 6998, 6009, 3346, 6791, 1994, 5763, 8259]",8259,"[5763, 4740, 6791, 5776, 3346, 9977, 3736, 6816, 2851, 1994, 3664, 6998, 7779, 9574, 5353, 6386, 9332, 6009, 7933]"
"[8006, 3881, 6915, 1816, 1587, 8497, 6058, 1903, 8082, 4842, 5295, 6400, 9559, 1768, 6772, 1340, 5909, 9386, 6024, 8150, 8006, 3881, 6915, 1816, 1587, 8497, 6058, 1903, 8082, 4842, 5295, 6400, 9559, 1768, 6772, 1340, 5909, 9386, 6024]","[8082, 1587, 9386, 3881, 6400, 8006, 1768, 6058, 1903, 1816, 8497, 5295, 1340, 1903, 6024, 4842, 5909, 6915, 9559, 6772, 8006, 3881, 6915, 1816, 1587, 8497, 6058, 1903, 8082, 4842, 5295, 6400, 9559, 1768, 6772, 1340, 5909, 9386, 8150]",8150,"[6400, 6915, 6024, 8082, 5909, 1816, 3881, 6058, 9386, 5295, 8497, 1587, 1340, 8006, 9559, 1768, 4842, 1903, 6772]"
"[5200, 4831, 3525, 1544, 1319, 8153, 6133, 4697, 9739, 2264, 9668, 7259, 2364, 8038, 2719, 2864, 1241, 9825, 4434, 2371, 5200, 4831, 3525, 1544, 1319, 8153, 6133, 4697, 9739, 2264, 9668, 7259, 2364, 8038, 2719, 2864, 1241, 9825, 4434]","[8153, 7259, 4434, 2864, 9739, 3525, 8038, 1241, 2719, 6133, 9825, 2719, 1319, 5200, 9668, 2364, 1544, 2264, 4697, 4831, 5200, 4831, 3525, 1544, 1319, 8153, 6133, 4697, 9739, 2264, 9668, 7259, 2364, 8038, 2719, 2864, 1241, 9825, 2371]",2371,"[1544, 9739, 2719, 1319, 2864, 2364, 9668, 3525, 5200, 4434, 2264, 1241, 4697, 8153, 7259, 4831, 9825, 8038, 6133]"
"[6236, 3261, 7013, 4875, 5240, 2084, 2604, 7045, 2524, 9453, 5045, 5134, 3027, 7121, 4717, 2229, 5383, 3986, 6880, 8525, 6236, 3261, 7013, 4875, 5240, 2084, 2604, 7045, 2524, 9453, 5045, 5134, 3027, 7121, 4717, 2229, 5383, 3986, 6880]","[5240, 5045, 7121, 5383, 2604, 4717, 3027, 6236, 6880, 5134, 7045, 9453, 2524, 2084, 7045, 7013, 3986, 3261, 4875, 2229, 6236, 3261, 7013, 4875, 5240, 2084, 2604, 7045, 2524, 9453, 5045, 5134, 3027, 7121, 4717, 2229, 5383, 3986, 8525]",8525,"[7045, 5383, 4875, 5134, 3986, 2084, 2604, 5045, 2229, 3261, 7121, 3027, 2524, 6236, 6880, 7013, 9453, 4717, 5240]"
"[3398, 3850, 5976, 1132, 7942, 4986, 1249, 5933, 5404, 2882, 2882, 9082, 4482, 2827, 5815, 6879, 6541, 5606, 4186, 3402, 3398, 3850, 5976, 1132, 7942, 4986, 1249, 5933, 5404, 2882, 2882, 9082, 4482, 2827, 5815, 6879, 6541, 5606, 4186]","[5815, 7942, 4186, 5606, 3850, 9082, 4986, 5404, 2882, 6879, 6541, 4482, 1132, 1249, 2827, 4186, 2882, 5933, 3398, 5976, 3398, 3850, 5976, 1132, 7942, 4986, 1249, 5933, 5404, 2882, 2882, 9082, 4482, 2827, 5815, 6879, 6541, 5606, 3402]",3402,"[1249, 2882, 4482, 4186, 3398, 7942, 5606, 3850, 2827, 1132, 5933, 6541, 5815, 5976, 4986, 5404, 9082, 6879]"
"[6516, 9617, 7323, 5436, 1780, 5859, 1587, 6321, 1436, 9099, 3650, 5985, 6250, 9932, 8351, 9856, 9420, 9787, 2575, 4638, 6516, 9617, 7323, 5436, 1780, 5859, 1587, 6321, 1436, 9099, 3650, 5985, 6250, 9932, 8351, 9856, 9420, 9787, 2575]","[1587, 6321, 6250, 7323, 8351, 9099, 9787, 5859, 9420, 3650, 9617, 6516, 9099, 1780, 1436, 9856, 5436, 9932, 5985, 2575, 6516, 9617, 7323, 5436, 1780, 5859, 1587, 6321, 1436, 9099, 3650, 5985, 6250, 9932, 8351, 9856, 9420, 9787, 4638]",4638,"[9856, 9099, 2575, 9617, 7323, 1436, 8351, 6321, 1587, 9787, 5436, 3650, 9932, 9420, 5985, 5859, 6250, 6516, 1780]"
"[7590, 9756, 3658, 3352, 1273, 8342, 6640, 7710, 9080, 9583, 8428, 7419, 9486, 7476, 9938, 5842, 6470, 9185, 5889, 7606, 7590, 9756, 3658, 3352, 1273, 8342, 6640, 7710, 9080, 9583, 8428, 7419, 9486, 7476, 9938, 5842, 6470, 9185, 5889]","[3658, 7476, 7590, 5889, 9756, 5889, 1273, 9938, 6470, 3352, 9080, 5842, 6640, 8342, 9486, 8428, 9185, 7419, 9583, 7710, 7590, 9756, 3658, 3352, 1273, 8342, 6640, 7710, 9080, 9583, 8428, 7419, 9486, 7476, 9938, 5842, 6470, 9185, 7606]",7606,"[5889, 9486, 8342, 3352, 9756, 7710, 7590, 7476, 6470, 3658, 9938, 5842, 9185, 8428, 9583, 6640, 9080, 1273, 7419]"
"[3202, 4914, 8046, 8547, 4416, 6646, 6209, 7899, 2709, 3766, 6372, 2882, 5764, 2126, 6655, 3688, 6347, 3215, 9222, 4978, 3202, 4914, 8046, 8547, 4416, 6646, 6209, 7899, 2709, 3766, 6372, 2882, 5764, 2126, 6655, 3688, 6347, 3215, 9222]","[8547, 3215, 3202, 2126, 6347, 8046, 6646, 4416, 6655, 7899, 3202, 5764, 3688, 2709, 9222, 3766, 2882, 6209, 4914, 6372, 3202, 4914, 8046, 8547, 4416, 6646, 6209, 7899, 2709, 3766, 6372, 2882, 5764, 2126, 6655, 3688, 6347, 3215, 4978]",4978,"[3202, 5764, 9222, 3215, 2709, 4914, 3766, 4416, 6209, 2882, 6347, 2126, 7899, 8547, 6372, 3688, 8046, 6646, 6655]"
"[5471, 5055, 9807, 9534, 3396, 2082, 1460, 3476, 9647, 4718, 2411, 6615, 1466, 2509, 9419, 3610, 1259, 2911, 7225, 6290, 5471, 5055, 9807, 9534, 3396, 2082, 1460, 3476, 9647, 4718, 2411, 6615, 1466, 2509, 9419, 3610, 1259, 2911, 7225]","[3610, 2509, 5055, 1466, 6615, 1259, 3476, 3396, 9647, 4718, 7225, 2911, 5471, 3476, 9807, 1460, 2411, 9534, 9419, 2082, 5471, 5055, 9807, 9534, 3396, 2082, 1460, 3476, 9647, 4718, 2411, 6615, 1466, 2509, 9419, 3610, 1259, 2911, 6290]",6290,"[3476, 3610, 2082, 9647, 1460, 7225, 1466, 9534, 5055, 3396, 9419, 2509, 9807, 6615, 5471, 2911, 2411, 1259, 4718]"
"[7034, 2672, 2559, 5491, 1978, 5560, 2264, 7421, 5134, 1224, 6159, 2282, 5773, 2374, 3344, 9060, 9700, 3808, 4448, 1751, 7034, 2672, 2559, 5491, 1978, 5560, 2264, 7421, 5134, 1224, 6159, 2282, 5773, 2374, 3344, 9060, 9700, 3808, 4448]","[2374, 4448, 3808, 1224, 9700, 2282, 3344, 2264, 5134, 5491, 5560, 5773, 2672, 9060, 6159, 1978, 5560, 7421, 2559, 7034, 7034, 2672, 2559, 5491, 1978, 5560, 2264, 7421, 5134, 1224, 6159, 2282, 5773, 2374, 3344, 9060, 9700, 3808, 1751]",1751,"[5773, 5134, 6159, 3344, 5560, 1978, 2374, 1224, 2264, 3808, 4448, 9060, 9700, 2282, 2672, 5491, 7034, 7421, 2559]"
"[7788, 8666, 8558, 9956, 7111, 6918, 4715, 9526, 6319, 7600, 6870, 1183, 9382, 5656, 6651, 3644, 2218, 1729, 2606, 4057, 7788, 8666, 8558, 9956, 7111, 6918, 4715, 9526, 6319, 7600, 6870, 1183, 9382, 5656, 6651, 3644, 2218, 1729, 2606]","[7788, 1729, 6918, 4715, 9382, 7600, 2606, 9956, 9526, 6870, 3644, 5656, 6319, 2218, 8666, 7111, 1183, 6651, 9382, 8558, 7788, 8666, 8558, 9956, 7111, 6918, 4715, 9526, 6319, 7600, 6870, 1183, 9382, 5656, 6651, 3644, 2218, 1729, 4057]",4057,"[6918, 5656, 1183, 9382, 2218, 2606, 6319, 7600, 9526, 3644, 1729, 7111, 6870, 8666, 9956, 4715, 7788, 8558, 6651]"
"[5837, 9676, 4662, 2252, 4132, 7739, 3722, 8645, 9023, 3822, 6363, 4010, 6593, 1881, 7702, 3648, 6739, 4030, 3946, 4527, 5837, 9676, 4662, 2252, 4132, 7739, 3722, 8645, 9023, 3822, 6363, 4010, 6593, 1881, 7702, 3648, 6739, 4030, 3946]","[6593, 8645, 7739, 4132, 1881, 3722, 9023, 9676, 5837, 3822, 4030, 7702, 3946, 2252, 4010, 4662, 6363, 3648, 7739, 6739, 5837, 9676, 4662, 2252, 4132, 7739, 3722, 8645, 9023, 3822, 6363, 4010, 6593, 1881, 7702, 3648, 6739, 4030, 4527]",4527,"[3722, 7702, 4132, 4010, 4662, 7739, 4030, 9023, 3648, 6593, 8645, 2252, 9676, 5837, 6739, 1881, 6363, 3946, 3822]"
"[7519, 1275, 8868, 5596, 7544, 2887, 1805, 7776, 7331, 9476, 6043, 6242, 6746, 1364, 2511, 3425, 6757, 1155, 5746, 3956, 7519, 1275, 8868, 5596, 7544, 2887, 1805, 7776, 7331, 9476, 6043, 6242, 6746, 1364, 2511, 3425, 6757, 1155, 5746]","[3425, 1805, 2887, 7776, 1364, 5746, 1275, 6043, 2887, 1155, 5596, 6757, 9476, 7331, 2511, 7519, 6746, 8868, 6242, 7544, 7519, 1275, 8868, 5596, 7544, 2887, 1805, 7776, 7331, 9476, 6043, 6242, 6746, 1364, 2511, 3425, 6757, 1155, 3956]",3956,"[1155, 9476, 1805, 6043, 7331, 8868, 2887, 2511, 1364, 6746, 5596, 7519, 7776, 3425, 6242, 6757, 5746, 7544, 1275]"
"[3204, 1397, 3207, 2190, 4639, 5391, 3790, 5826, 9696, 5451, 2443, 4089, 8700, 8754, 2284, 1317, 4814, 3041, 8641, 8717, 3204, 1397, 3207, 2190, 4639, 5391, 3790, 5826, 9696, 5451, 2443, 4089, 8700, 8754, 2284, 1317, 4814, 3041, 8641]","[8641, 2284, 1317, 3041, 1397, 4639, 5391, 3204, 1397, 2190, 8754, 5826, 5451, 9696, 8700, 4089, 3790, 2443, 3207, 4814, 3204, 1397, 3207, 2190, 4639, 5391, 3790, 5826, 9696, 5451, 2443, 4089, 8700, 8754, 2284, 1317, 4814, 3041, 8717]",8717,"[3204, 3207, 2443, 2190, 5391, 4639, 1317, 8754, 8641, 5826, 5451, 3790, 4814, 9696, 3041, 2284, 1397, 4089, 8700]"
"[6675, 2712, 2330, 4210, 2531, 2468, 1563, 6926, 6790, 6767, 9324, 5647, 3100, 6944, 5538, 1134, 7587, 5070, 8118, 6482, 6675, 2712, 2330, 4210, 2531, 2468, 1563, 6926, 6790, 6767, 9324, 5647, 3100, 6944, 5538, 1134, 7587, 5070, 8118]","[9324, 7587, 6790, 2330, 2712, 1563, 6675, 2468, 4210, 5070, 6926, 6767, 8118, 3100, 5647, 6790, 1134, 6944, 2531, 5538, 6675, 2712, 2330, 4210, 2531, 2468, 1563, 6926, 6790, 6767, 9324, 5647, 3100, 6944, 5538, 1134, 7587, 5070, 6482]",6482,"[6790, 6926, 5647, 6675, 2712, 2330, 1563, 3100, 6944, 5538, 7587, 2468, 8118, 5070, 2531, 9324, 1134, 6767, 4210]"
"[6331, 6834, 8591, 3334, 4731, 7868, 8654, 7788, 7224, 7608, 7169, 1221, 8044, 6742, 9410, 8965, 4010, 9507, 9060, 8842, 6331, 6834, 8591, 3334, 4731, 7868, 8654, 7788, 7224, 7608, 7169, 1221, 8044, 6742, 9410, 8965, 4010, 9507, 9060]","[4731, 8044, 3334, 4010, 8654, 9060, 8965, 7169, 8591, 1221, 7224, 9507, 6331, 6742, 7788, 9410, 7868, 9060, 6834, 7608, 6331, 6834, 8591, 3334, 4731, 7868, 8654, 7788, 7224, 7608, 7169, 1221, 8044, 6742, 9410, 8965, 4010, 9507, 8842]",8842,"[7169, 8965, 3334, 8591, 9507, 4010, 6834, 7608, 7224, 6331, 7868, 9410, 1221, 8654, 6742, 9060, 7788, 8044, 4731]"
"[1457, 1985, 6562, 1860, 4271, 7062, 3066, 2665, 7312, 1821, 9452, 2499, 8814, 6669, 4397, 8683, 6167, 4624, 6637, 2574, 1457, 1985, 6562, 1860, 4271, 7062, 3066, 2665, 7312, 1821, 9452, 2499, 8814, 6669, 4397, 8683, 6167, 4624, 6637]","[7062, 2499, 4624, 1457, 6167, 9452, 6669, 6562, 7312, 2665, 1985, 6637, 1860, 4271, 8814, 3066, 8683, 4397, 3066, 1821, 1457, 1985, 6562, 1860, 4271, 7062, 3066, 2665, 7312, 1821, 9452, 2499, 8814, 6669, 4397, 8683, 6167, 4624, 2574]",2574,"[6669, 7312, 4624, 7062, 6167, 1821, 6562, 4397, 4271, 1457, 1985, 2499, 1860, 2665, 8683, 9452, 6637, 8814, 3066]"
"[2685, 7584, 4370, 8542, 4036, 1854, 9341, 4255, 4816, 9724, 4262, 4942, 2338, 7646, 8902, 3700, 1169, 1720, 6877, 5968, 2685, 7584, 4370, 8542, 4036, 1854, 9341, 4255, 4816, 9724, 4262, 4942, 2338, 7646, 8902, 3700, 1169, 1720, 6877]","[4255, 9724, 7646, 1720, 2685, 6877, 4036, 4370, 7584, 3700, 1169, 4816, 2338, 8542, 8902, 4942, 4262, 7584, 1854, 9341, 2685, 7584, 4370, 8542, 4036, 1854, 9341, 4255, 4816, 9724, 4262, 4942, 2338, 7646, 8902, 3700, 1169, 1720, 5968]",5968,"[1169, 4370, 4255, 7584, 2338, 4262, 1720, 1854, 4036, 2685, 8902, 4942, 4816, 6877, 7646, 8542, 3700, 9724, 9341]"
